Frame,Time_Seconds,Knee_Angle_Raw,Knee_Angle_SG,Hip_Angle_SG,Elbow_Angle_SG,Ground_Truth,Prediction
596,11.92,115.09625046266987,115.03060236005605,108.78504966683793,87.34269440663705,Standing,Squatting
597,11.94,109.64494924715376,111.08447461875106,105.17366211961098,86.45063988196806,Standing,Squatting
598,11.96,109.4571367279849,108.23308432398518,102.53553197178579,85.6806168635288,Standing,Squatting
599,11.98,103.36224989563814,104.81442619255438,99.42646616073803,84.78668620197553,Standing,Squatting
600,12.0,102.70898252250814,102.22839178313204,97.1269321719577,84.19860600063848,Standing,Squatting
601,12.02,99.74949202950197,99.05867137390263,94.41863725822478,83.2329681795124,Standing,Squatting
602,12.04,97.8857721528344,96.22792625550213,92.1173466797567,82.84498028665072,Standing,Squatting
603,12.06,91.83961068533411,93.22519627077367,89.53339333444882,81.96954684843811,Standing,Squatting
604,12.08,91.62012067849237,91.0911678411273,87.57048621466099,81.36858352372269,Standing,Squatting
605,12.1,86.44397187520153,88.85159228065447,85.3509161882711,80.60097535191926,Standing,Squatting
606,12.12,88.07656984198226,87.42381596754348,83.90920733864714,80.18332357738137,Standing,Squatting
607,12.14,86.4282673828853,86.16612494335709,82.35378411778557,80.06922419704567,Standing,Squatting
608,12.16,86.20532773168802,85.54423461358424,81.45285062351087,80.04764856497522,Standing,Squatting
609,12.18,84.66239822536093,84.3975787060985,80.04174649878237,79.93949474226845,Standing,Squatting
610,12.2,84.03193366396246,83.67406387066622,79.0844948181558,80.00962963003418,Standing,Squatting
611,12.22,81.67720895443178,82.40023759200382,77.72704792241174,80.04360786054518,Standing,Squatting
612,12.24,81.67720895443178,81.45881022445037,76.80112389715214,80.47549197005435,Standing,Squatting
613,12.26,79.91290618696513,80.59356951470265,75.83840132624819,80.52135317539008,Standing,Squatting
614,12.28,80.5446168472385,80.09692347407366,75.32687635733724,80.4496313912844,Standing,Squatting
615,12.3,79.86937337092836,79.76670585914174,74.91021726559445,80.4775820941257,Standing,Squatting
616,12.32,79.36450111300212,79.68298788131987,74.74101469767025,80.31595571469919,Standing,Squatting
617,12.34,79.81422327050036,79.62308362182988,74.63231949938532,80.22650207384766,Standing,Squatting
618,12.36,79.81422327050036,79.7763869602021,74.87312232039129,80.34455342646794,Standing,Squatting
619,12.38,79.81422327050036,79.82325322254603,74.98954580734328,80.36711093735217,Standing,Squatting
620,12.4,79.81422327050036,79.7502826279551,75.05830156556543,80.19428165379747,Standing,Squatting
621,12.42,80.50131683890118,79.79946340427806,75.23572284498623,80.17195205060239,Standing,Squatting
622,12.44,80.29334759067088,80.06391152356031,75.4651600384543,80.29766480255648,Standing,Squatting
623,12.46,80.50131683890118,80.98248753711844,76.17109671613571,80.32139901119685,Standing,Squatting
624,12.48,80.50131683890118,82.0791496501666,77.07132373122379,80.28930481641935,Standing,Squatting
625,12.5,83.86777750232719,83.82600098168922,78.53550309388868,80.63544615613614,Standing,Squatting
626,12.52,86.28067754274531,85.50446406360139,79.939326459618,80.71327616289851,Standing,Squatting
627,12.54,88.71889359762355,87.82607905449552,81.97772107364085,81.36856462111129,Standing,Squatting
628,12.56,89.21085183985494,89.69007430309922,83.8259043363471,81.97084668831484,Standing,Squatting
629,12.58,92.59816706235642,91.7855041465111,86.23080343317278,83.19884939740038,Standing,Squatting
630,12.6,92.6758153141046,93.458594048895,88.52662458876493,84.4358464212161,Standing,Squatting
631,12.62,96.81422820868065,96.1534377594135,91.7198983146086,86.64570343358872,Standing,Squatting
632,12.64,96.82871827258732,98.91748638560584,94.87652532986831,89.43885984448089,Standing,Squatting
633,12.66,102.50825869916828,102.34966862230904,98.80506815446223,92.47866895970213,Standing,Squatting
634,12.68,105.36171614783389,105.64319030351511,102.79444227907643,95.51189512262214,Standing,Squatting
635,12.7,111.736814497339,109.35207567383632,107.04005317070445,98.60755459815725,Standing,Squatting
636,12.72,111.85168338813698,112.69106538722069,110.83821389259361,101.30008219887927,Standing,Squatting
637,12.74,116.42732120313285,116.25517803905939,114.84083048387706,104.60481734017279,Standing,Squatting
638,12.76,118.43306686446321,119.24249673943913,118.09381033515538,107.60497302871002,Standing,Squatting
639,12.78,122.63904416829205,122.72387349043292,121.89813197149039,111.25563623581584,Standing,Squatting
640,12.8,125.47656231697815,125.83727607240436,125.08434477994949,113.984570775357,Standing,Squatting
641,12.82,129.72707590426523,129.3482427606494,128.70467968645963,117.15338348210625,Standing,Squatting
642,12.84,132.85155758168065,132.27388136126936,131.84495383103337,118.86673774516171,Standing,Squatting
643,12.86,137.16829225045643,135.65195507568248,135.73640073616224,120.10642910116809,Standing,Squatting
644,12.88,137.43718218938014,138.9038154669362,139.7670499601773,120.80313719589441,Standing,Squatting
645,12.9,141.59896305648365,142.5639582130606,144.2745147315405,121.57949365048826,Standing,Squatting
646,12.92,144.8761346006466,146.2160875859553,148.98789059616908,122.71706698997625,Standing,Standing
647,12.94,151.25435756501724,149.95307042827864,153.8402918733466,124.89534630292184,Standing,Standing
648,12.96,153.60551561497292,153.29030872061128,158.0353360155785,126.60214835029757,Standing,Standing
649,12.98,157.67919313095118,156.7046427699827,162.38346385799815,129.03037496614158,Standing,Standing
650,13.0,159.04927993185024,158.7570304969402,165.0161842212142,130.56602786652604,Standing,Standing
651,13.02,160.64092663904188,160.39853997543918,167.34547295651126,132.4108185889044,Standing,Standing
652,13.04,161.1406457576262,161.7559873633434,169.20256871861375,132.41672252998998,Standing,Standing
653,13.06,163.67484804933972,163.5174438645421,171.3846676861863,132.57908946272676,Standing,Standing
654,13.08,162.72084348671441,165.1089350826112,173.382321351477,132.62149057899097,Standing,Standing
655,13.1,167.87451522597377,167.21589451753863,175.72725352326916,133.28783290654079,Standing,Standing
656,13.12,170.24846813713643,169.2648795855748,177.98712291097138,133.88005432652471,Standing,Standing
657,13.14,171.57989265077703,171.1194787770515,179.99063160669922,134.80266234907668,Standing,Standing
658,13.16,171.98290692611954,172.47389327984328,178.43262180013852,135.4928236683974,Standing,Standing
659,13.18,174.21159361401368,173.47425397586704,177.28578729623138,136.48953301278047,Standing,Standing
660,13.2,173.3482572345234,173.5108859924608,177.25800060261946,136.73901443876673,Standing,Standing
661,13.22,173.3482572345234,173.48033398262953,177.13096104855796,137.43697098348235,Standing,Standing
662,13.24,173.3482572345234,173.34035854813345,177.21472801339144,137.8744834516225,Standing,Standing
663,13.26,172.83728514844884,173.07111682760217,177.40131353556887,138.32401211290227,Standing,Standing
664,13.28,172.83364755214367,172.70773328398138,177.61427464053466,138.83384743551179,Standing,Standing
665,13.3,172.50030183017964,172.5673076859942,177.69888914225174,139.15285284966475,Standing,Standing
666,13.32,172.55119375480083,172.56192712663412,177.56157565367863,139.03969840432273,Standing,Standing
667,13.34,172.50030183017964,172.76149958740822,177.34286531071425,139.0493719048208,Standing,Standing
668,13.36,172.95490336512046,173.03736654807796,177.0199333823012,138.86744507419724,Standing,Standing
669,13.38,173.01688264955484,173.34140251003458,176.89095135479644,138.48710810877702,Standing,Standing
670,13.4,174.31639778935562,173.79506563273972,176.62532641752816,138.56258566143737,Standing,Standing
671,13.42,174.24981843135407,174.0498753084575,176.69305800972214,138.68283321417906,Standing,Standing
672,13.44,173.85839306400663,174.34993279621895,176.77337157299232,137.94821976191915,Standing,Standing
673,13.46,174.24981843135407,174.24198839846798,177.3360774783596,136.50734241971935,Standing,Standing
674,13.48,174.2609015015937,173.79147869182674,178.32470479304163,134.3985819181431,Standing,Standing
675,13.5,172.92362182211045,172.9526038625088,179.7503326609681,131.92161126456386,Standing,Standing
676,13.52,172.87498365084346,172.15509618356432,179.0094151034405,129.906582041456,Standing,Standing
677,13.54,170.19294824090954,171.03054760291656,177.08235992532323,128.30473593765336,Standing,Standing
678,13.56,169.22633634289525,169.81071420644284,175.13003956094934,127.3434255968726,Standing,Standing
679,13.58,168.28031771183484,168.32668017313168,172.62785053302417,126.19375560823282,Standing,Standing
680,13.6,167.3095085579478,166.92122443962822,170.21234072480658,125.50239418028545,Standing,Standing
681,13.62,164.57252786135143,164.7482472140489,166.8671307810962,124.23500496619407,Standing,Standing
682,13.64,163.21535757211808,162.39110485861158,163.60125243199428,122.24682818487987,Standing,Standing
683,13.66,159.1961346234409,159.15948444519287,159.38348259853692,120.12743056180646,Standing,Standing
684,13.68,156.5250815802226,155.45166906679248,154.75587415121754,117.90317051624187,Standing,Standing
685,13.7,150.06967283419982,151.19672873078082,149.75929663539682,115.48227554246304,Standing,Standing
686,13.72,147.58955062778202,147.37063305970764,145.41109513761342,113.18050902012487,Standing,Standing
687,13.74,142.33372715653277,143.30333375804472,140.85066020840367,110.3025377188631,Standing,Squatting
688,13.76,139.2794635302058,139.68468987798371,137.16129607761502,107.52011900232384,Standing,Squatting
689,13.78,135.05220683976108,135.48727102404993,133.1065330492702,103.92641624666268,Standing,Squatting
690,13.8,134.17210588378293,131.71307919167887,129.65287778663023,100.65891593927401,Standing,Squatting
691,13.82,127.24228972782326,127.5053743983742,125.67137035586997,97.47947553378634,Standing,Squatting
692,13.84,124.18556257450165,123.96855548032478,122.48658062367522,94.55292665710871,Standing,Squatting
693,13.86,117.28905366139816,119.90914223190153,118.65987224184109,91.91638457003178,Standing,Squatting
694,13.88,116.98762174648935,116.16626755156187,115.03779002011692,89.60436801847426,Standing,Squatting
695,13.9,112.581897108366,112.45566510769338,111.21683870362166,86.8723899868604,Standing,Squatting
696,13.92,110.97296434563523,109.30840359767099,107.9623959578458,84.40335589338824,Standing,Squatting
697,13.94,104.14633225455242,105.72073498782726,104.24272365498237,81.77510052133924,Standing,Squatting
698,13.96,103.18956488144845,102.66585396352824,100.99920357528794,79.760035805739,Standing,Squatting
699,13.98,98.74976035845967,98.73587187306343,97.00184905845629,77.03861570672912,Standing,Squatting
700,14.0,95.06123111734344,95.22223128656141,93.44613876910465,74.76159058239702,Standing,Squatting
701,14.02,91.43841625412864,91.69621832700415,89.73743784828514,72.5608567718452,Standing,Squatting
702,14.04,89.93639105637102,88.79377754215166,86.69728555689508,70.59457966053688,Standing,Squatting
703,14.06,84.37566904877538,85.4752203082182,83.29682702249887,68.19265968300218,Standing,Squatting
704,14.08,83.31458954456546,83.17534340449978,80.8259940204316,66.54164380143992,Standing,Squatting
705,14.1,80.82554708770577,81.15390956628696,78.39419181701103,64.41988696724053,Standing,Squatting
706,14.12,79.09490615474101,79.25515588352518,76.39212814139727,62.86687604368756,Standing,Squatting
707,14.14,76.73282217414148,77.25899007423604,74.26447513933859,61.374781819191476,Standing,Squatting
708,14.16,77.56325554832311,75.74540026394016,72.52313301062568,60.15725343364768,Standing,Squatting
709,14.18,73.97790862655651,73.76076762506433,70.60607788728345,58.81509313641883,Standing,Squatting
710,14.2,71.34693839006147,72.11561221248277,69.04528034508573,58.087089405833034,Standing,Squatting
711,14.22,69.76078614790546,70.32210002406883,67.35615238363395,57.790437697696106,Standing,Squatting
712,14.24,69.22774531797066,68.79145202150514,65.93696549701323,57.78100811050991,Standing,Squatting
713,14.26,67.00682002151358,67.21486699571258,64.37152245311619,57.754927509909194,Standing,Squatting
714,14.28,66.93058727533295,66.37439290976921,63.51494673540014,58.31613538401535,Standing,Squatting
715,14.3,65.01617608460747,65.73660002283202,62.72240022814633,58.671005120323116,Standing,Squatting
716,14.32,65.47947119870199,65.27831712105055,62.27095935166486,59.12549717093534,Standing,Squatting
717,14.34,64.60813365347568,64.93280749555913,61.92218497705023,59.2951414937097,Standing,Squatting
718,14.36,65.22812284632043,64.94804902660239,61.81784658689191,59.287535295653754,Standing,Squatting
719,14.38,65.39071240065302,65.20624864413148,61.941702480930225,59.2557726182465,Standing,Squatting
720,14.4,65.39071240065302,65.58201679977533,62.03179902441386,59.0386821924506,Standing,Squatting
721,14.42,65.39071240065302,65.80443675975107,62.086948358897565,59.01035830207632,Standing,Squatting
722,14.44,66.36142130165277,66.0442012542165,62.22705914606997,58.86927049300636,Standing,Squatting
723,14.46,67.16798300475119,66.1422470148581,62.21878818538929,58.763758976106324,Standing,Squatting
724,14.48,65.79728258578906,66.3558407262569,62.376047093765656,58.64787338648546,Standing,Squatting
725,14.5,66.36142130165277,66.63632009302883,62.5860023545017,58.76464635812669,Standing,Squatting
726,14.52,66.36142130165277,66.74119526868928,62.7261146634617,58.807292519713194,Standing,Squatting
727,14.54,67.08762353399078,66.89808686682275,62.93712233186831,58.82776514830817,Standing,Squatting
728,14.56,67.65579905614103,66.9463290731897,62.93792576220604,58.95971781056993,Standing,Squatting
729,14.58,67.65579905614103,67.45833191572424,63.315937405353765,59.1823687797767,Standing,Squatting
730,14.6,67.32633826162724,67.79943483613846,63.48928580657331,59.39126716367701,Standing,Squatting
731,14.62,68.69643949562484,68.66203095879783,64.33858559276949,60.153278309286996,Standing,Squatting
732,14.64,68.52596194540565,69.44433098263562,65.28610471652208,60.76123915052831,Standing,Squatting
733,14.66,71.56217011009139,70.8724454844305,66.79341709146786,61.91098778480655,Standing,Squatting
734,14.68,72.11711627929493,72.18782062345507,68.0803744434678,62.78687404835567,Standing,Squatting
735,14.7,75.1422238715129,74.32610487665946,70.27486155229548,63.81938324264868,Standing,Squatting
736,14.72,75.21450831664275,76.2707861196245,72.26499277356616,64.39873591894136,Standing,Squatting
737,14.74,79.25512666886925,78.87644236269036,74.95099325063127,65.08315088986805,Standing,Squatting
738,14.76,79.690887913358,80.88279595630902,77.11197740633226,65.63161056519276,Standing,Squatting
739,14.78,85.58926577928014,83.66270684276452,80.13367787402458,66.3464294760899,Standing,Squatting
740,14.8,85.58943707491312,86.34892884773758,82.87270198887916,67.10131332497168,Standing,Squatting
741,14.82,90.31813181734492,89.73692945765538,86.53408972107188,68.20152783193488,Standing,Squatting
742,14.84,90.95669218781048,92.62813389558514,89.65781303365101,69.05155803638007,Standing,Squatting
743,14.86,97.78450698697218,96.71664148270409,93.74648141719194,70.56570864552776,Standing,Squatting
744,14.88,100.11729957880938,100.60727222190614,97.35344375913046,71.07748332745406,Standing,Squatting
745,14.9,105.56006493435807,105.53174146568861,101.8792356980206,71.6234214789645,Standing,Squatting
746,14.92,108.64322592277477,110.39837306613934,106.2439314013428,71.46326051572107,Standing,Squatting
747,14.94,117.39051393146039,115.21814592778559,110.84355676529431,71.71716055821445,Standing,Squatting
748,14.96,118.7735697513883,119.43575630675278,115.05828535120163,71.86366520413806,Standing,Squatting
749,14.98,125.25097533130645,123.77034521856551,119.5260149835467,72.61073587941507,Standing,Squatting
750,15.0,127.53099790420926,127.56394773511106,123.33529937834514,73.7389327598007,Standing,Squatting
751,15.02,129.91074909160582,131.39259232312713,127.75249316291357,76.70387449031041,Standing,Squatting
752,15.04,134.48996202300305,134.61192940102129,131.63228299234777,79.7650918982155,Standing,Squatting
753,15.06,138.92816599596065,138.5240011634547,136.58231450974884,83.44003980537917,Standing,Squatting
754,15.08,142.00704493354536,141.86894091068993,141.0100528502693,87.05215403813283,Standing,Squatting
755,15.1,146.8460018188011,145.96640114535887,146.23771513448153,89.99177047432815,Standing,Standing
756,15.12,148.72519451763318,150.01297776107754,151.507829350512,92.25076410062981,Standing,Standing
757,15.14,154.07614318202522,153.95660159639942,156.85900393879373,94.06024474174902,Standing,Standing
758,15.16,156.23962766327307,157.62881728550406,161.7979371274889,95.26585217450359,Standing,Standing
759,15.18,162.62648459328463,160.98038632887622,166.03876439763528,96.85062930150293,Standing,Standing
760,15.2,164.41795004131134,163.81054049349675,169.18636214148114,99.07068174687213,Standing,Standing
761,15.22,167.49356845876972,166.40328108224108,172.09502770836266,102.2723725412778,Standing,Standing
762,15.24,167.49356845876972,168.25279490568894,174.0673993049825,105.75019807702215,Standing,Standing
763,15.26,169.19691475675816,170.22971766245078,176.06677444190743,110.1129544682081,Standing,Standing
764,15.28,171.26892655155007,171.70246509291243,177.389845030932,114.81870644828015,Standing,Standing
765,15.3,173.35616287224457,173.50237300550145,179.0317193804611,119.57036728347148,Standing,Standing
766,15.32,175.01366622842144,174.9379572380562,179.55233342032437,124.08279840696191,Standing,Standing
767,15.34,177.65179807817086,176.37600298908475,177.98221674839334,127.82176181373983,Standing,Standing
768,15.36,177.2890818538362,177.06799511630962,176.99985165095546,130.49456385613308,Standing,Standing
769,15.38,177.5817649093432,177.43978428523224,176.26042639346576,132.46003152459582,Standing,Standing
770,15.4,176.7487047962668,177.4256060388227,175.8987336816786,133.60179304430176,Standing,Standing
771,15.42,177.1995079586022,177.19911954571867,175.68996402303162,134.37350502636176,Standing,Standing
772,15.44,176.36685818206922,176.92581676673638,175.67391911844905,134.28148786543403,Standing,Standing
773,15.46,177.5527971810549,176.97484681414872,175.48785682050521,134.28492162618852,Standing,Standing
774,15.48,176.77005696569282,177.0766262298817,175.28382906322898,134.18711913930397,Standing,Standing
775,15.5,177.0637105057747,177.23651444734944,175.16775095386845,134.03924191356805,Standing,Standing
776,15.52,177.48712028879638,177.1985796363197,175.26279848434797,134.16963602897576,Standing,Standing
777,15.54,177.48712028879638,177.21639180305732,175.30853763815674,134.08500550488205,Standing,Standing
778,15.56,177.43831896528275,177.207279645265,175.39605171275355,133.9230402699976,Standing,Standing
779,15.58,177.00476596457926,177.47274160294833,175.21973393281687,133.73530614809798,Standing,Standing
780,15.6,177.00476596457926,177.70934533428817,175.0526378589054,133.7835748180785,Standing,Standing
781,15.62,177.84753401454773,177.8302024146872,175.07638126579383,133.64342429977157,Standing,Standing
782,15.64,178.6105247266551,177.96551022617436,175.01661142318434,133.4519410258357,Standing,Standing
783,15.66,178.6105247266551,178.07082612248857,175.05945488989636,132.8044182050489,Standing,Standing
784,15.68,178.18046684741117,178.34343389090563,175.06408051461793,132.08781143073952,Standing,Standing
785,15.7,177.3843952795462,178.35540764735595,175.36434484791224,131.31131100495315,Standing,Standing
786,15.72,177.77747584182194,178.18345606902628,175.95719356221386,130.82218242940493,Standing,Standing
787,15.74,177.77747584182194,177.48957273822919,177.0541295347232,130.24629435518202,Standing,Standing
788,15.76,177.8044132067879,176.77015086348584,178.15536774804715,130.03189871207312,Standing,Standing
789,15.78,175.3331416282032,175.37516199035386,179.92776997975795,130.20524075773392,Standing,Standing
790,15.8,173.67819368513784,173.66272539434505,177.91944125089975,131.07138236154088,Standing,Standing
791,15.82,170.02281430041606,170.8955809234094,174.8505913132237,130.99906004925606,Standing,Standing
792,15.84,168.77942773967143,167.6730149547994,171.47084669517395,130.379485116182,Standing,Standing
793,15.86,163.4100439755884,163.67806901212853,167.3350397618112,128.27719758392482,Standing,Standing
794,15.88,160.96561921438092,159.59769845686532,163.11731671709393,125.53807703582395,Standing,Standing
795,15.9,154.22191877274852,155.1987204130721,158.2821674444195,122.4287533367397,Standing,Standing
796,15.92,151.2239237016678,151.18886863842798,153.49594918553555,119.20813050409522,Standing,Standing
797,15.94,145.29844480785817,146.92356933187116,148.27168239942355,115.5709226834775,Standing,Standing
798,15.96,143.4171447719146,143.3463438922412,143.6807301211432,112.1784778028789,Standing,Squatting
799,15.98,139.37281705984205,139.3100186060846,138.65895893146973,108.69380660245524,Standing,Squatting
800,16.0,137.33332378563955,135.61612207025843,134.18176661755476,105.47562261445331,Standing,Squatting
801,16.02,130.85771465531536,131.16799978844108,129.34896260576366,101.57072314205381,Standing,Squatting
802,16.04,128.2476119950612,127.11723405137717,124.94009052390312,97.61798293546408,Standing,Squatting
803,16.06,120.96540335685424,122.6036372313975,120.22865234667658,93.13076997169037,Standing,Squatting
804,16.08,118.82981361050595,118.94738009731977,116.52988682575956,89.36357783362281,Standing,Squatting
805,16.1,113.99401364879336,115.22402348122687,112.63324561526741,85.2601979984711,Standing,Squatting
806,16.12,113.73483559241187,112.71405560923009,109.73115922425524,81.98603071504533,Standing,Squatting
807,16.14,109.47416636027981,110.03271039665107,106.47799055905688,78.3701139568424,Standing,Squatting
808,16.16,109.11739000664944,107.94892668359115,103.84472726612677,75.8652203070499,Standing,Squatting
809,16.18,103.98074438557235,105.37406619894469,100.84928288293023,72.62428981830237,Standing,Squatting
810,16.2,104.23547531519665,102.79287590078485,98.23944679945164,70.13007490840738,Standing,Squatting
811,16.22,98.81083549885635,99.34933703907284,94.84950417313948,67.62826672234013,Standing,Squatting
812,16.24,96.83093424721034,96.00183168234412,91.32613941712961,65.5437023612273,Standing,Squatting
813,16.26,92.59809986473543,92.10918561644067,87.57124261424504,63.573580045331234,Standing,Squatting
814,16.28,88.6055185874378,88.90845932236788,84.66736899044095,62.45489556472041,Standing,Squatting
815,16.3,84.08906305636961,85.33633096102234,81.57827309396323,61.17023295391932,Standing,Squatting
816,16.32,82.23483398157946,82.64740147036558,79.189521316259,60.63165086560643,Standing,Squatting
817,16.34,79.70855187369942,79.84944003466936,76.64457023369641,59.80618975938059,Standing,Squatting
818,16.36,79.21094977498204,77.78121155936068,74.8328634997417,59.933907743413265,Standing,Squatting
819,16.38,75.16078300904846,75.78416059203558,73.15982226453283,59.25243377668371,Standing,Squatting
820,16.4,74.4644800469127,74.08831272942412,71.85879650991207,59.02299908517231,Standing,Squatting
821,16.42,71.40439129736096,72.13614573823473,70.15678896585204,58.631070733951276,Standing,Squatting
822,16.44,71.15680256770075,70.40676957502346,68.50545669575439,58.60208105682831,Standing,Squatting
823,16.46,68.18040537465453,68.70879891222768,66.81921276620191,58.519260463169225,Standing,Squatting
824,16.48,67.95069704688449,67.49955537585303,65.64933269609222,58.64716926254481,Standing,Squatting
825,16.5,65.65964398477132,66.13255415483049,64.29971303072885,58.603344833316086,Standing,Squatting
826,16.52,65.40953303846658,65.20388676547962,63.296235779202696,58.9334987826791,Standing,Squatting
827,16.54,64.05322460245739,64.08887073449176,62.23617154439479,59.09886074080689,Standing,Squatting
828,16.56,63.56220378159078,63.38951768496324,61.67459885892728,59.362644632248745,Standing,Squatting
829,16.58,62.57645562729218,62.70907994574636,61.247551770761795,59.41018244291557,Standing,Squatting
830,16.6,62.57645562729218,62.350255466530776,61.00040070372268,59.61507220148618,Standing,Squatting
831,16.62,61.33090368785341,61.97337523218451,60.740394209274996,59.75529984943046,Standing,Squatting
832,16.64,62.06254362946499,61.8390460287806,60.65590629769746,59.790655149010405,Standing,Squatting
833,16.66,62.06254362946499,61.820143928335966,60.63362232293581,59.90122412719588,Standing,Squatting
834,16.68,61.8265445996646,61.845211761815214,60.70995624034315,59.83101289485868,Standing,Squatting
835,16.7,61.89373017921858,61.93568753914689,60.72517532051393,60.04978219935204,Standing,Squatting
836,16.72,62.15020017401824,61.85258337012872,60.66152949167107,60.048750118707574,Standing,Squatting
837,16.74,62.383062109686705,61.95033156723769,60.75532980752112,60.83389834904059,Standing,Squatting
838,16.76,62.123336873683094,62.17321386606611,60.81812309085272,61.93403315472405,Standing,Squatting
839,16.78,62.975597722334825,63.2232014317099,61.405095431825984,64.53527648524916,Standing,Squatting
840,16.8,63.022976524062095,64.42848820647524,61.948962415198,67.94094430473803,Standing,Squatting
841,16.82,66.83145971762315,66.28609683753982,63.23500059375962,72.8673528948756,Standing,Squatting
842,16.84,67.9660624512118,68.3511855514554,64.68120055855013,77.90457596579836,Standing,Squatting
843,16.86,72.65922836787176,71.2005589202045,66.82763122806651,84.40161150445665,Standing,Squatting
844,16.88,72.75496616798367,73.79729665090952,68.82252024672508,90.7598852832504,Standing,Squatting
845,16.9,77.04811635450157,76.74491310618897,71.4599654540636,97.9117067269474,Standing,Squatting
846,16.92,78.77098101615123,78.89424257200784,73.78759966345986,104.75613238229361,Standing,Squatting
847,16.94,83.4473772483483,81.97173203365281,77.26230117242505,112.58131173937313,Standing,Squatting
848,16.96,83.435261910422,84.71558886813528,80.53232790647071,119.73664730538223,Standing,Squatting
849,16.98,88.3254301527331,88.24373670077549,84.52626592268541,126.87751155734455,Standing,Squatting
850,17.0,89.51434293916144,91.21116885284403,88.11992045943171,131.9255497190351,Standing,Squatting
851,17.02,97.33375044797876,95.05413717031755,92.4255472732746,137.01954627729378,Standing,Squatting
852,17.04,97.73699854291576,98.82059689877767,96.37753911318119,140.76455071712036,Standing,Squatting
853,17.06,103.20997586754375,103.22308625503591,100.6635742549923,144.93436863137384,Standing,Squatting
854,17.08,105.32247254048715,106.80318027444508,104.18231474182792,148.22758266247118,Standing,Squatting
855,17.1,112.85463694499263,110.44633208162594,107.95093975720162,151.48457027312034,Standing,Squatting
856,17.12,113.79401539398724,113.37325176379876,111.08272945691351,154.24416196567748,Standing,Squatting
857,17.14,117.71819838031412,117.07763687809492,114.94387172179711,156.84902808918156,Standing,Squatting
858,17.16,118.46317006877413,120.19133289412082,118.47795828060838,158.60731048534055,Standing,Squatting
859,17.18,123.67746119403819,124.1294976127316,122.76176065534284,160.35582959657367,Standing,Squatting
860,17.2,127.21925782532469,127.84498849960322,126.92843336352789,161.72501451867961,Standing,Squatting
861,17.22,133.461620572,132.67613564225783,131.829573121004,163.56747353376952,Standing,Squatting
862,17.24,136.44189534214348,137.26076333519305,136.2934892900752,163.85292113457,Standing,Squatting
863,17.26,144.0184938350051,142.32822198914323,141.14874124007193,165.30938237322763,Standing,Squatting
864,17.28,145.98065001013043,146.44496277465862,144.95655801562157,166.7865141332295,Standing,Standing
865,17.3,151.554383529581,151.02528620617286,149.18316973730413,167.80755939766567,Standing,Standing
866,17.32,153.76414529161778,155.05544530842548,153.01735931967542,168.23358646298746,Standing,Standing
867,17.34,159.58921146628109,159.2750871769064,157.12061480246217,168.49036861271125,Standing,Standing
868,17.36,161.14518122481687,162.91838116227444,161.04065475339422,167.79766525239032,Standing,Standing
869,17.38,169.15969454552234,166.58110273842576,165.01603336141886,166.87918859798972,Standing,Standing
870,17.4,168.86689223092608,169.53557886694688,168.4450515405387,165.30414030043377,Standing,Standing
871,17.42,172.90815203968222,171.98329935729436,171.41816401331354,163.26181608214898,Standing,Standing
872,17.44,173.3165100389221,173.36739340511193,173.34319011335944,160.89763913998502,Standing,Standing
873,17.46,174.11298576003094,174.26558729841588,174.69444022552594,159.9365945904308,Standing,Standing
874,17.48,174.56455300523098,174.24554262219695,175.07655705748036,159.94709926861705,Standing,Standing
875,17.5,174.1852167873098,174.61519283559485,175.7845699659814,159.6920211409742,Standing,Standing
876,17.52,174.1852167873098,174.49992177935417,176.2365733524724,160.02679896581185,Standing,Standing
877,17.54,174.5828790114522,174.84304852469276,176.89059283193336,160.57590461135095,Standing,Standing
878,17.56,175.04674252182787,175.1129931034936,177.52420019961264,161.1137247933522,Standing,Standing
879,17.58,175.47431502863256,175.48851761184085,178.048219536983,161.23885996053306,Standing,Standing
880,17.6,175.9344813595058,175.83887335417873,178.52017018909862,160.95672516751256,Standing,Standing
881,17.62,176.72927236809946,176.15101252673082,178.89462053899823,161.03808498401213,Standing,Standing
882,17.64,175.9281482347963,176.26441127853312,178.99457420351897,161.24504777455948,Standing,Standing
883,17.66,176.30500661965272,176.22900114718553,178.9277883864684,161.50662099967693,Standing,Standing
884,17.68,175.89550679331876,176.09855567201075,178.74000657910238,161.76566956872333,Standing,Standing
885,17.7,176.2748430112195,175.90514304220474,178.51102512235076,161.19356060150403,Standing,Standing
886,17.72,175.50378938264134,175.74974079139517,178.40388389623075,160.63674123343495,Standing,Standing
887,17.74,175.5006688674513,175.7186046581272,178.26555631054094,159.52381217410002,Standing,Standing
888,17.76,175.53600447088024,175.77378210720636,178.2496108740239,157.83976868904304,Standing,Standing
889,17.78,175.5006688674513,175.59657833599724,177.79854732200428,155.68931103326727,Standing,Standing
890,17.8,175.5006688674513,175.39828138225752,177.33426141014715,153.69699092350214,Standing,Standing
891,17.82,175.03803240671778,175.01012328023103,176.50630820307643,151.79067012295766,Standing,Standing
892,17.84,174.61371808749755,174.1622684050715,175.25922441382704,151.00386918813243,Standing,Standing
893,17.86,171.7911572202015,172.64755038596388,173.30399455518136,149.36905297579682,Standing,Standing
894,17.88,171.3610080379609,170.5970746229591,170.95229514004401,147.66932322026352,Standing,Standing
